movie_id,movie_title,year_released,imdb_id,tmdb_id,genres,production_countries,spoken_languages,popularity,overview,runtime,vote_average,vote_count,release_date,original_language
blade-runner-2049,Blade Runner 2049,2017,tt1856101,335984,"['Science Fiction', 'Drama']","['Canada', 'Hungary', 'Mexico', 'Spain', 'United Kingdom', 'United States of America']","['English', 'suomi', 'Magyar', '日本語', 'Pусский', 'Somali', 'Español']",85.441,"Thirty years after the events of the first film, a new blade runner, LAPD Officer K, unearths a long-buried secret that has the potential to plunge what's left of society into chaos. K's discovery leads him on a quest to find Rick Deckard, a former LAPD blade runner who has been missing for 30 years.",164,7.5,11130,2017-10-04,en
three-thousand-years-of-longing,Three Thousand Years of Longing,2022,tt9198364,556694,"['Fantasy', 'Drama', 'Romance']","['Australia', 'United States of America']","['English', 'Türkçe']",150.258,"A solitary scholar discovers an ancient bottle while on a trip to Istanbul and unleashes a djinn who offers her three wishes. Filled with reluctance, she is unable to come up with one until his stories spark in her a desire to be loved.",108,6.967,289,2022-08-24,en
avengers-endgame,Avengers: Endgame,2019,tt4154796,299534,"['Adventure', 'Science Fiction', 'Action']",['United States of America'],"['English', '日本語', '']",244.414,"After the devastating events of Avengers: Infinity War, the universe is in ruins due to the efforts of the Mad Titan, Thanos. With the help of remaining allies, the Avengers must assemble once more in order to undo Thanos' actions and restore order to the universe once and for all, no matter what consequences may be in store.",181,8.278,21845,2019-04-24,en
her,Her,2013,tt1798709,152601,"['Romance', 'Science Fiction', 'Drama']",['United States of America'],['English'],35.292,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theodore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.",126,7.865,12429,2013-12-18,en
the-shawshank-redemption,The Shawshank Redemption,1994,tt0111161,278,"['Drama', 'Crime']",['United States of America'],['English'],86.128,"Framed in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",142,8.698,22396,1994-09-23,en
scott-pilgrim-vs-the-world,Scott Pilgrim vs. the World,2010,tt0446029,22538,"['Action', 'Comedy', 'Romance']","['United Kingdom', 'Canada', 'United States of America', 'Japan']",['English'],43.832,"As bass guitarist for a garage-rock band, Scott Pilgrim has never had trouble getting a girlfriend; usually, the problem is getting rid of them. But when Ramona Flowers skates into his heart, he finds she has the most troublesome baggage of all: an army of ex-boyfriends who will stop at nothing to eliminate him from her list of suitors.",112,7.453,6551,2010-08-12,en
jojo-rabbit,Jojo Rabbit,2019,tt2584384,515001,"['Comedy', 'War', 'Drama']","['Czech Republic', 'New Zealand', 'United States of America']","['English', 'Deutsch']",24.694,"A World War II satire that follows a lonely German boy whose world view is turned upside down when he discovers his single mother is hiding a young Jewish girl in their attic. Aided only by his idiotic imaginary friend, Adolf Hitler, Jojo must confront his blind nationalism.",108,8.07,7787,2019-10-18,en
the-matrix,The Matrix,1999,tt0133093,603,"['Action', 'Science Fiction']",['United States of America'],['English'],75.49,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",136,8.192,22146,1999-03-30,en
the-lighthouse-2019,The Lighthouse,2019,tt7984734,503919,"['Drama', 'Fantasy', 'Thriller', 'Horror']","['Brazil', 'Canada', 'United States of America']",['English'],26.261,Two lighthouse keepers try to maintain their sanity while living on a remote and mysterious New England island in the 1890s.,109,7.529,3676,2019-10-18,en
orphan-first-kill,Orphan: First Kill,2022,tt11851548,760161,"['Horror', 'Thriller']","['Canada', 'United States of America']","['English', 'Eesti']",8098.027,"After escaping from an Estonian psychiatric facility, Leena Klammer travels to America by impersonating Esther, the missing daughter of a wealthy family. But when her mask starts to slip, she is put against a mother who will protect her family from the murderous “child” at any cost.",99,6.963,821,2022-07-27,en
mean-girls,Mean Girls,2004,tt0377092,10625,['Comedy'],"['Canada', 'United States of America']","['Kiswahili', 'English', 'Deutsch', 'Tiếng Việt']",112.325,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",97,7.2,7384,2004-04-30,en
last-night-in-soho,Last Night in Soho,2021,tt9639470,576845,"['Horror', 'Mystery', 'Thriller', 'Fantasy']",['United Kingdom'],['English'],100.887,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",117,7.463,2016,2021-10-21,en
dont-look-up-2021,Don't Look Up,2021,tt11286314,646380,"['Comedy', 'Science Fiction']",['United States of America'],['English'],81.94,Two American astronomers attempt to warn humankind about an approaching comet that will wipe out life on planet Earth.,138,7.196,6026,2021-12-07,en
little-miss-sunshine,Little Miss Sunshine,2006,tt0449059,773,"['Comedy', 'Drama']",['United States of America'],['English'],18.787,"A family loaded with quirky, colorful characters piles into an old van and road trips to California for little Olive to compete in a beauty pageant.",102,7.7,5909,2006-07-26,en
goodfellas,GoodFellas,1990,tt0099685,769,"['Drama', 'Crime']",['United States of America'],"['Italiano', 'English']",40.684,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",145,8.464,10531,1990-09-12,en
black-panther,Black Panther,2018,tt1825683,284054,"['Action', 'Adventure', 'Science Fiction']",['United States of America'],"['English', '한국어/조선말', 'Kiswahili', '']",120.961,"King T'Challa returns home to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantle to join with ex-girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.",135,7.395,19543,2018-02-13,en
prisoners,Prisoners,2013,tt1392214,146233,"['Drama', 'Thriller', 'Crime']",['United States of America'],['English'],55.656,"Keller Dover faces a parent's worst nightmare when his 6-year-old daughter, Anna, and her friend go missing. The only lead is an old motorhome that had been parked on their street. The head of the investigation, Detective Loki, arrests the driver, but a lack of evidence forces Loki to release his only suspect. Dover, knowing that his daughter's life is at stake, decides that he has no choice but to take matters into his own hands.",153,8.066,9612,2013-09-18,en
back-to-the-future,Back to the Future,1985,tt0088763,105,"['Adventure', 'Comedy', 'Science Fiction']",['United States of America'],['English'],71.815,"Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.",116,8.308,17010,1985-07-03,en
pride-prejudice,Pride & Prejudice,2005,tt0414387,4348,"['Drama', 'Romance']","['France', 'United Kingdom', 'United States of America']",['English'],58.938,"A story of love and life among the landed English gentry during the Georgian era. Mr. Bennet is a gentleman living in Hertfordshire with his overbearing wife and five daughters, but if he dies their house will be inherited by a distant cousin whom they have never met, so the family's future happiness and security is dependent on the daughters making good marriages.",127,8.092,6737,2005-09-16,en
drive-2011,Drive,2011,tt0780504,64690,"['Drama', 'Thriller', 'Crime']",['United States of America'],['English'],59.156,"Driver is a skilled Hollywood stuntman who moonlights as a getaway driver for criminals. Though he projects an icy exterior, lately he's been warming up to a pretty neighbor named Irene and her young son, Benicio. When Irene's husband gets out of jail, he enlists Driver's help in a million-dollar heist. The job goes horribly wrong, and Driver must risk his life to protect Irene and Benicio from the vengeful masterminds behind the robbery.",100,7.565,10732,2011-09-15,en
500-days-of-summer,(500) Days of Summer,2009,tt1022603,19913,"['Comedy', 'Drama', 'Romance']",['United States of America'],"['English', 'Français', 'svenska']",61.596,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",95,7.261,8629,2009-07-17,en
it-2017,It,2017,tt1396484,346364,"['Horror', 'Fantasy']",['United States of America'],['English'],130.54,"In a small town in Maine, seven children known as The Losers Club come face to face with life problems, bullies and a monster that takes the shape of a clown called Pennywise.",135,7.236,16885,2017-09-06,en
licorice-pizza,Licorice Pizza,2021,tt11271038,718032,"['Drama', 'Comedy']","['Canada', 'United States of America']","['English', '日本語', 'Português']",40.46,"The story of Alana Kane and Gary Valentine running around and falling in love in the San Fernando Valley, 1973.",133,7.058,1343,2021-11-26,en
lou-2022,Lou,2022,tt5315210,429473,"['Action', 'Thriller']",['United States of America'],['English'],1500.96,A young girl is kidnapped during a powerful storm. Her mother joins forces with her mysterious neighbour to set off in pursuit of the kidnapper. Their journey will test their limits and expose the dark secrets of their past.,107,6.494,161,2022-09-23,en
the-witch-2015,The Witch,2015,tt4263482,310131,"['Horror', 'Mystery', 'Drama', 'Fantasy']","['Brazil', 'Canada', 'United Kingdom', 'United States of America']",['English'],77.51,"In 1630, a farmer relocates his family to a remote plot of land on the edge of a forest where strange, unsettling things happen. With suspicion and paranoia mounting, each family member's faith, loyalty and love are tested in shocking ways.",92,6.885,5774,2015-01-27,en
the-lord-of-the-rings-the-return-of-the-king,The Lord of the Rings: The Return of the King,2003,tt0167260,122,"['Adventure', 'Fantasy', 'Action']","['New Zealand', 'United States of America']",['English'],172.935,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",201,8.481,20263,2003-12-01,en
halloween-1978,Halloween,1978,tt0077651,948,"['Horror', 'Thriller']",['United States of America'],['English'],131.334,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",91,7.574,4404,1978-10-24,en
good-will-hunting,Good Will Hunting,1997,tt0119217,489,['Drama'],['United States of America'],['English'],55.808,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",127,8.142,9991,1997-12-05,en
a-clockwork-orange,A Clockwork Orange,1971,tt0066921,185,"['Science Fiction', 'Drama']","['United Kingdom', 'United States of America']",['English'],42.414,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",137,8.224,10988,1971-12-19,en
harry-potter-and-the-prisoner-of-azkaban,Harry Potter and the Prisoner of Azkaban,2004,tt0304141,673,"['Adventure', 'Fantasy']","['United Kingdom', 'United States of America']",['English'],270.537,"Year three at Hogwarts means new fun and challenges as Harry learns the delicate art of approaching a Hippogriff, transforming shape-shifting Boggarts into hilarity and even turning back time. But the term also brings danger: soul-sucking Dementors hover over the school, an ally of the accursed He-Who-Cannot-Be-Named lurks within the castle walls, and fearsome wizard Sirius Black escapes Azkaban. And Harry will confront them all.",141,8.024,18443,2004-05-31,en
star-wars,Star Wars,1977,tt0076759,11,"['Adventure', 'Action', 'Science Fiction']",['United States of America'],['English'],71.16,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,121,8.206,17732,1977-05-25,en
arrival-2016,Arrival,2016,tt2543164,329865,"['Drama', 'Science Fiction', 'Mystery']",['United States of America'],"['普通话', 'English', 'Pусский']",78.843,"Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.",116,7.57,15471,2016-11-10,en
the-nightmare-before-christmas,The Nightmare Before Christmas,1993,tt0107688,9479,"['Fantasy', 'Animation', 'Family']",['United States of America'],['English'],416.784,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",76,7.836,7691,1993-10-09,en
girl-interrupted,"Girl, Interrupted",1999,tt0172493,3558,['Drama'],"['Germany', 'United States of America']",['English'],27.039,"Set in the changing world of the late 1960s, Susanna Kaysen's prescribed ""short rest"" from a psychiatrist she had met only once becomes a strange, unknown journey into Alice's Wonderland, where she struggles with the thin line between normal and crazy. Susanna soon realizes how hard it is to get out once she has been committed, and she ultimately has to choose between the world of people who belong inside or the difficult world of reality outside.",127,7.6,3078,1999-03-24,en
clueless,Clueless,1995,tt0112697,9603,"['Comedy', 'Romance']",['United States of America'],"['Español', 'English']",52.731,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.",97,7.292,3633,1995-07-19,en
fall-2022,Fall,2022,tt15325794,985939,['Thriller'],"['United Kingdom', 'United States of America']",['English'],6379.598,"For best friends Becky and Hunter, life is all about conquering fears and pushing limits. But after they climb 2,000 feet to the top of a remote, abandoned radio tower, they find themselves stranded with no way down. Now Becky and Hunter’s expert climbing skills will be put to the ultimate test as they desperately fight to survive the elements, a lack of supplies, and vertigo-inducing heights",107,7.481,1152,2022-08-11,en
guardians-of-the-galaxy,Guardians of the Galaxy,2014,tt2015381,118340,"['Action', 'Science Fiction', 'Adventure']",['United States of America'],['English'],60.066,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",121,7.907,24946,2014-07-30,en
aftersun,Aftersun,2022,tt19770238,965150,['Drama'],"['United States of America', 'United Kingdom', 'Turkey']","['English', 'Türkçe']",16.272,Sophie reflects on the shared joy and private melancholy of a holiday she took with her father twenty years earlier. Memories real and imagined fill the gaps between miniDV footage as she tries to reconcile the father she knew with the man she didn’t.,101,0.0,0,2022-10-20,en
coco-2017,Coco,2017,tt2380307,354912,"['Family', 'Animation', 'Fantasy', 'Music', 'Comedy', 'Adventure']","['Mexico', 'United States of America']","['English', 'Español']",461.064,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",105,8.227,16187,2017-10-27,en
perfect-blue,Perfect Blue,1997,tt0156887,10494,"['Animation', 'Thriller']",['Japan'],['日本語'],35.923,A retired pop singer turned actress' sense of reality is shaken when she is stalked by an obsessed fan and seemingly a ghost of her past.,81,8.3,1816,1997-07-25,ja
entergalactic,Entergalactic,2022,tt10687116,1027014,"['Animation', 'Comedy', 'Drama', 'Romance']",['United States of America'],['English'],56.703,Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,92,7.8,25,2022-09-30,en
corpse-bride,Corpse Bride,2005,tt0121164,3933,"['Romance', 'Fantasy', 'Animation']",['United States of America'],['English'],346.521,"Set in a 19th-century European village, this stop-motion animation feature follows the story of Victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride Victoria waits bereft in the land of the living.",77,7.488,7419,2005-09-12,en
prey-2022,Prey,2022,tt11866324,766507,"['Thriller', 'Action', 'Science Fiction']",['United States of America'],"['English', 'Français']",2038.5,"When danger threatens her camp, the fierce and highly skilled Comanche warrior Naru sets out to protect her people. But the prey she stalks turns out to be a highly evolved alien predator with a technically advanced arsenal.",100,7.912,4142,2022-08-02,en
the-breakfast-club,The Breakfast Club,1985,tt0088847,2108,"['Comedy', 'Drama']",['United States of America'],['English'],23.323,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",98,7.766,6960,1985-02-15,en
2001-a-space-odyssey,2001: A Space Odyssey,1968,tt0062622,62,"['Science Fiction', 'Mystery', 'Adventure']","['United Kingdom', 'United States of America']","['English', 'Pусский']",40.216,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",149,8.1,9646,1968-04-02,en
deadpool,Deadpool,2016,tt1431045,293660,"['Action', 'Adventure', 'Comedy']",['United States of America'],['English'],349.846,"The origin story of former Special Forces operative turned mercenary Wade Wilson, who, after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.",108,7.601,27359,2016-02-09,en
decision-to-leave,Decision to Leave,2022,tt12477480,705996,"['Crime', 'Drama', 'Romance', 'Mystery']",['South Korea'],"['普通话', '한국어/조선말']",146.48,"From a mountain peak in South Korea, a man plummets to his death. Did he jump, or was he pushed? When detective Hae-joon arrives on the scene, he begins to suspect the dead man’s wife Seo-rae. But as he digs deeper into the investigation, he finds himself trapped in a web of deception and desire.",138,7.4,217,2022-06-29,ko
titanic-1997,Titanic,1997,tt0120338,597,"['Drama', 'Romance']",['United States of America'],"['English', 'Français', 'Deutsch', 'svenska', 'Italiano', 'Pусский']",193.55,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",194,7.876,21589,1997-11-18,en
before-sunrise,Before Sunrise,1995,tt0112471,76,"['Drama', 'Romance']","['Austria', 'Switzerland', 'United States of America']","['English', 'Deutsch', 'Français']",23.559,"On his way to Vienna, American Jesse meets Céline, a student returning to Paris. After long conversations forge a surprising connection between them, Jesse convinces Celine to get off the train with him in Vienna. Since his flight to the U.S. departs the next morning and he has no money for lodging, they wander the city together, taking in the experiences of Vienna and each other.",101,8.0,3286,1995-01-27,en
moonlight-2016,Moonlight,2016,tt4975722,376867,['Drama'],"['United Kingdom', 'United States of America']",['English'],23.364,"The tender, heartbreaking story of a young man’s struggle to find himself, told across three defining chapters in his life as he experiences the ecstasy, pain, and beauty of falling in love, while grappling with his own sexuality.",111,7.403,6232,2016-10-21,en
no-country-for-old-men,No Country for Old Men,2007,tt0477348,6977,"['Crime', 'Drama', 'Thriller']",['United States of America'],"['English', 'Español']",37.627,"Llewelyn Moss stumbles upon dead bodies, $2 million and a hoard of heroin in a Texas desert, but methodical killer Anton Chigurh comes looking for it, with local sheriff Ed Tom Bell hot on his trail. The roles of prey and predator blur as the violent pursuit of money and justice collide.",122,7.927,10033,2007-06-13,en
1917,1917,2019,tt8579674,530915,"['War', 'Drama', 'Action', 'Thriller', 'History']","['Canada', 'India', 'Spain', 'United Kingdom', 'United States of America']","['English', 'Français', 'Deutsch']",53.486,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",119,7.978,10196,2019-12-25,en
up,Up,2009,tt1049413,14160,"['Animation', 'Comedy', 'Family', 'Adventure']",['United States of America'],['English'],147.2,"Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",96,7.94,17616,2009-05-28,en
walle,WALL·E,2008,tt0910970,10681,"['Animation', 'Family', 'Science Fiction']",['United States of America'],['English'],92.993,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",98,8.067,16178,2008-06-22,en
inside-out-2015,Inside Out,2015,tt2096673,150540,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",['United States of America'],['English'],144.03,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",95,7.928,18242,2015-06-09,en
jennifers-body,Jennifer's Body,2009,tt1131734,19994,"['Horror', 'Comedy']",['United States of America'],"['Español', 'English']",73.932,"Jennifer, a gorgeous, seductive cheerleader takes evil to a whole new level after she's possessed by a sinister demon. Now it's up to her best friend to stop Jennifer's reign of terror before it's too late.",107,5.846,3098,2009-09-18,en
catch-me-if-you-can-2002,Catch Me If You Can,2002,tt0264464,640,"['Drama', 'Crime']",['United States of America'],"['English', 'Français']",51.067,"A true story about Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars worth of checks as a Pan Am pilot, doctor, and legal prosecutor. An FBI agent makes it his mission to put him behind bars. But Frank not only eludes capture, he revels in the pursuit.",141,8.0,12990,2002-12-16,en
thor-ragnarok,Thor: Ragnarok,2017,tt3501632,284053,"['Action', 'Adventure', 'Fantasy', 'Science Fiction', 'Comedy']",['United States of America'],['English'],172.273,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his home-world and the end of Asgardian civilization, at the hands of a powerful new threat, the ruthless Hela.",131,7.605,18267,2017-10-24,en
the-thing,The Thing,1982,tt0084787,1091,"['Horror', 'Mystery', 'Science Fiction']",['United States of America'],"['English', 'Norsk']",66.989,"Members of an American scientific research outpost in Antarctica find themselves battling a parasitic alien organism capable of perfectly imitating its victims. They soon discover that this task will be harder than they thought, as they don't know which members of the team have already been assimilated and their paranoia threatens to tear them apart.",109,8.028,5554,1982-06-25,en
spider-man-homecoming,Spider-Man: Homecoming,2017,tt2250912,315635,"['Action', 'Adventure', 'Science Fiction', 'Drama']",['United States of America'],['English'],136.245,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",133,7.361,19119,2017-07-05,en
the-lord-of-the-rings-the-two-towers,The Lord of the Rings: The Two Towers,2002,tt0167261,121,"['Adventure', 'Fantasy', 'Action']","['New Zealand', 'United States of America']",['English'],194.011,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",179,8.369,18721,2002-12-18,en
alien,Alien,1979,tt0078748,348,"['Horror', 'Science Fiction']","['United States of America', 'United Kingdom']","['English', 'Español']",59.637,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.",117,8.135,12066,1979-05-25,en
soul-2020,Soul,2020,tt2948372,508442,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Drama']",['United States of America'],['English'],178.404,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",101,8.174,8434,2020-12-25,en
bones-and-all,Bones and All,2022,tt10168670,791177,"['Drama', 'Horror', 'Romance']","['Italy', 'United States of America']",['English'],16.448,"Abandoned by her father, a young woman named Maren embarks on a thousand-mile odyssey through the backroads of America where she meets Lee, a disenfranchised drifter. But despite their best efforts, all roads lead back to their terrifying pasts and to a final stand that will determine whether their love can survive their otherness.",130,0.0,0,2022-11-23,en
psycho,Psycho,1960,tt0054215,539,"['Horror', 'Drama', 'Thriller']",['United States of America'],['English'],43.26,"When larcenous real estate clerk Marion Crane goes on the lam with a wad of cash and hopes of starting a new life, she ends up at the notorious Bates Motel, where manager Norman Bates cares for his housebound mother.",109,8.443,8437,1960-06-22,en
the-greatest-beer-run-ever,The Greatest Beer Run Ever,2022,tt10268488,597922,"['Drama', 'Comedy', 'War']",['United States of America'],"['English', 'Tiếng Việt']",163.832,"Chickie wants to support his friends fighting in Vietnam, so he does something wild—personally bring them American beer. What starts as a well-meaning journey quickly changes Chickie’s life and perspective. Based on a true story.",126,7.323,48,2022-09-30,en
triangle-of-sadness,Triangle of Sadness,2022,tt7322224,497828,"['Comedy', 'Drama']","['United States of America', 'Germany', 'United Kingdom', 'France', 'Sweden', 'Switzerland', 'Mexico', 'Turkey', 'Greece']","['English', 'Français', 'svenska']",29.256,"Models Carl and Yaya are invited for a luxury cruise with a rogues' gallery of super-rich passengers. At first, all appears Instagrammable, but the cruise ends catastrophically and the group find themselves marooned on a desert island.",149,7.194,31,2022-09-23,en
my-best-friends-exorcism,My Best Friend's Exorcism,2022,tt7830806,816952,"['Horror', 'Comedy']",['United States of America'],['English'],93.324,"The year is 1988. Abby and Gretchen have been best friends since fourth grade. After an evening of skinny-dipping goes disastrously wrong, Gretchen begins to act…different, which leads Abby to suspect her best friend may be possessed by a demon. With help from some unlikely allies, Abby embarks on a quest to save Gretchen. But is their friendship powerful enough to beat the devil?",96,6.081,31,2022-09-29,en
